"GEOID","NAME","variable","estimate","moe"
"060371153022","Block Group 2, Census Tract 1153.02, Los Angeles County, California","B19013_001",36068,6548
"060371153023","Block Group 3, Census Tract 1153.02, Los Angeles County, California","B19013_001",108715,4629
"060371154011","Block Group 1, Census Tract 1154.01, Los Angeles County, California","B19013_001",54375,8863
"060371154012","Block Group 2, Census Tract 1154.01, Los Angeles County, California","B19013_001",46307,39230
"060371154013","Block Group 3, Census Tract 1154.01, Los Angeles County, California","B19013_001",48750,25229
"060371154014","Block Group 4, Census Tract 1154.01, Los Angeles County, California","B19013_001",90139,63599
"060371154031","Block Group 1, Census Tract 1154.03, Los Angeles County, California","B19013_001",62813,21955
"060371154032","Block Group 2, Census Tract 1154.03, Los Angeles County, California","B19013_001",58413,32673
"060371154041","Block Group 1, Census Tract 1154.04, Los Angeles County, California","B19013_001",126429,35939
"060371154042","Block Group 2, Census Tract 1154.04, Los Angeles County, California","B19013_001",73417,25184
"060371171011","Block Group 1, Census Tract 1171.01, Los Angeles County, California","B19013_001",114539,8929
"060371171012","Block Group 2, Census Tract 1171.01, Los Angeles County, California","B19013_001",96250,32881
"060371171013","Block Group 3, Census Tract 1171.01, Los Angeles County, California","B19013_001",68201,19059
"060371171021","Block Group 1, Census Tract 1171.02, Los Angeles County, California","B19013_001",106602,11765
"060371171022","Block Group 2, Census Tract 1171.02, Los Angeles County, California","B19013_001",67600,8462
"060371172011","Block Group 1, Census Tract 1172.01, Los Angeles County, California","B19013_001",92448,12883
"060371172012","Block Group 2, Census Tract 1172.01, Los Angeles County, California","B19013_001",NA,NA
"060371172013","Block Group 3, Census Tract 1172.01, Los Angeles County, California","B19013_001",46141,35912
"060371172021","Block Group 1, Census Tract 1172.02, Los Angeles County, California","B19013_001",98971,39775
"060371172022","Block Group 2, Census Tract 1172.02, Los Angeles County, California","B19013_001",98750,48364
"060371173011","Block Group 1, Census Tract 1173.01, Los Angeles County, California","B19013_001",120781,32154
"060371173012","Block Group 2, Census Tract 1173.01, Los Angeles County, California","B19013_001",126250,26607
"060371173013","Block Group 3, Census Tract 1173.01, Los Angeles County, California","B19013_001",136250,63158
"060371173021","Block Group 1, Census Tract 1173.02, Los Angeles County, California","B19013_001",117589,34072
"060371173022","Block Group 2, Census Tract 1173.02, Los Angeles County, California","B19013_001",94375,42668
"060371173023","Block Group 3, Census Tract 1173.02, Los Angeles County, California","B19013_001",127857,51989
"060371173024","Block Group 4, Census Tract 1173.02, Los Angeles County, California","B19013_001",66250,38966
"060371173031","Block Group 1, Census Tract 1173.03, Los Angeles County, California","B19013_001",95500,42169
"060371173032","Block Group 2, Census Tract 1173.03, Los Angeles County, California","B19013_001",110927,31290
"060371174041","Block Group 1, Census Tract 1174.04, Los Angeles County, California","B19013_001",129200,51748
"060371174042","Block Group 2, Census Tract 1174.04, Los Angeles County, California","B19013_001",135852,53850
"060371174043","Block Group 3, Census Tract 1174.04, Los Angeles County, California","B19013_001",107049,13750
"060371174051","Block Group 1, Census Tract 1174.05, Los Angeles County, California","B19013_001",44342,12390
"060371174052","Block Group 2, Census Tract 1174.05, Los Angeles County, California","B19013_001",62292,39119
"060371174071","Block Group 1, Census Tract 1174.07, Los Angeles County, California","B19013_001",38214,14115
"060371174072","Block Group 2, Census Tract 1174.07, Los Angeles County, California","B19013_001",42631,6681
"060371174081","Block Group 1, Census Tract 1174.08, Los Angeles County, California","B19013_001",44375,6934
"060371175101","Block Group 1, Census Tract 1175.10, Los Angeles County, California","B19013_001",46925,12974
"060371175102","Block Group 2, Census Tract 1175.10, Los Angeles County, California","B19013_001",84940,28385
"060371175103","Block Group 3, Census Tract 1175.10, Los Angeles County, California","B19013_001",39697,4895
"060371175201","Block Group 1, Census Tract 1175.20, Los Angeles County, California","B19013_001",51944,13846
"060371175202","Block Group 2, Census Tract 1175.20, Los Angeles County, California","B19013_001",32135,9035
"060371175301","Block Group 1, Census Tract 1175.30, Los Angeles County, California","B19013_001",35673,11248
"060371175302","Block Group 2, Census Tract 1175.30, Los Angeles County, California","B19013_001",64044,26114
"060371175303","Block Group 3, Census Tract 1175.30, Los Angeles County, California","B19013_001",70792,13027
"060371175304","Block Group 4, Census Tract 1175.30, Los Angeles County, California","B19013_001",61167,16996
"060371190011","Block Group 1, Census Tract 1190.01, Los Angeles County, California","B19013_001",106607,26992
"060371190012","Block Group 2, Census Tract 1190.01, Los Angeles County, California","B19013_001",96208,9998
"060371190031","Block Group 1, Census Tract 1190.03, Los Angeles County, California","B19013_001",81034,46498
"060371190032","Block Group 2, Census Tract 1190.03, Los Angeles County, California","B19013_001",97188,20188
"060371190033","Block Group 3, Census Tract 1190.03, Los Angeles County, California","B19013_001",118100,19279
"060371190041","Block Group 1, Census Tract 1190.04, Los Angeles County, California","B19013_001",85167,27691
"060371190042","Block Group 2, Census Tract 1190.04, Los Angeles County, California","B19013_001",96806,50488
"060371192011","Block Group 1, Census Tract 1192.01, Los Angeles County, California","B19013_001",93688,28899
"060371192012","Block Group 2, Census Tract 1192.01, Los Angeles County, California","B19013_001",93962,16265
"060371192013","Block Group 3, Census Tract 1192.01, Los Angeles County, California","B19013_001",102813,24778
"060371192021","Block Group 1, Census Tract 1192.02, Los Angeles County, California","B19013_001",72991,28174
"060371192022","Block Group 2, Census Tract 1192.02, Los Angeles County, California","B19013_001",65881,19771
"060371192023","Block Group 3, Census Tract 1192.02, Los Angeles County, California","B19013_001",64985,32105
"060371193101","Block Group 1, Census Tract 1193.10, Los Angeles County, California","B19013_001",50313,17637
"060371193102","Block Group 2, Census Tract 1193.10, Los Angeles County, California","B19013_001",88857,8985
"060371193201","Block Group 1, Census Tract 1193.20, Los Angeles County, California","B19013_001",80921,37753
"060371193202","Block Group 2, Census Tract 1193.20, Los Angeles County, California","B19013_001",64152,28231
"060371193203","Block Group 3, Census Tract 1193.20, Los Angeles County, California","B19013_001",80865,35344
"060371193401","Block Group 1, Census Tract 1193.40, Los Angeles County, California","B19013_001",37792,16786
"060371193402","Block Group 2, Census Tract 1193.40, Los Angeles County, California","B19013_001",39833,8780
"060371193411","Block Group 1, Census Tract 1193.41, Los Angeles County, California","B19013_001",47480,9759
"060371193421","Block Group 1, Census Tract 1193.42, Los Angeles County, California","B19013_001",80250,14180
"060371193422","Block Group 2, Census Tract 1193.42, Los Angeles County, California","B19013_001",56688,12806
"060371194001","Block Group 1, Census Tract 1194, Los Angeles County, California","B19013_001",95250,44028
"060371194002","Block Group 2, Census Tract 1194, Los Angeles County, California","B19013_001",87173,15709
"060371194003","Block Group 3, Census Tract 1194, Los Angeles County, California","B19013_001",109615,35921
"060371197001","Block Group 1, Census Tract 1197, Los Angeles County, California","B19013_001",NA,NA
"060371197002","Block Group 2, Census Tract 1197, Los Angeles County, California","B19013_001",103843,19980
"060371197003","Block Group 3, Census Tract 1197, Los Angeles County, California","B19013_001",113333,35580
"060371198011","Block Group 1, Census Tract 1198.01, Los Angeles County, California","B19013_001",110819,56126
"060371198012","Block Group 2, Census Tract 1198.01, Los Angeles County, California","B19013_001",87545,22317
"060371198021","Block Group 1, Census Tract 1198.02, Los Angeles County, California","B19013_001",71528,44100
"060371198022","Block Group 2, Census Tract 1198.02, Los Angeles County, California","B19013_001",92563,40883
"060371199001","Block Group 1, Census Tract 1199, Los Angeles County, California","B19013_001",92614,48824
"060371199002","Block Group 2, Census Tract 1199, Los Angeles County, California","B19013_001",79911,55383
"060371199003","Block Group 3, Census Tract 1199, Los Angeles County, California","B19013_001",76935,14821
"060371200101","Block Group 1, Census Tract 1200.10, Los Angeles County, California","B19013_001",44830,12646
"060371200102","Block Group 2, Census Tract 1200.10, Los Angeles County, California","B19013_001",60500,30890
"060371200201","Block Group 1, Census Tract 1200.20, Los Angeles County, California","B19013_001",42903,5119
"060371200202","Block Group 2, Census Tract 1200.20, Los Angeles County, California","B19013_001",26942,24756
"060371200301","Block Group 1, Census Tract 1200.30, Los Angeles County, California","B19013_001",40156,9097
"060371201031","Block Group 1, Census Tract 1201.03, Los Angeles County, California","B19013_001",40375,35113
"060371201032","Block Group 2, Census Tract 1201.03, Los Angeles County, California","B19013_001",39359,8213
"060371201041","Block Group 1, Census Tract 1201.04, Los Angeles County, California","B19013_001",43466,5681
"060371201051","Block Group 1, Census Tract 1201.05, Los Angeles County, California","B19013_001",38885,14061
"060371201052","Block Group 2, Census Tract 1201.05, Los Angeles County, California","B19013_001",40952,6053
"060371201061","Block Group 1, Census Tract 1201.06, Los Angeles County, California","B19013_001",45263,19626
"060371201062","Block Group 2, Census Tract 1201.06, Los Angeles County, California","B19013_001",NA,NA
"060371201063","Block Group 3, Census Tract 1201.06, Los Angeles County, California","B19013_001",31319,2154
"060371201071","Block Group 1, Census Tract 1201.07, Los Angeles County, California","B19013_001",36071,11997
"060371201072","Block Group 2, Census Tract 1201.07, Los Angeles County, California","B19013_001",59375,26891
"060371201081","Block Group 1, Census Tract 1201.08, Los Angeles County, California","B19013_001",43804,20807
"060371201082","Block Group 2, Census Tract 1201.08, Los Angeles County, California","B19013_001",46691,19081
"060371203001","Block Group 1, Census Tract 1203, Los Angeles County, California","B19013_001",NA,NA
"060371203002","Block Group 2, Census Tract 1203, Los Angeles County, California","B19013_001",65139,45452
"060371203003","Block Group 3, Census Tract 1203, Los Angeles County, California","B19013_001",70625,20973
"060371203004","Block Group 4, Census Tract 1203, Los Angeles County, California","B19013_001",62917,53129
"060371204001","Block Group 1, Census Tract 1204, Los Angeles County, California","B19013_001",48289,12856
"060371204002","Block Group 2, Census Tract 1204, Los Angeles County, California","B19013_001",68506,9580
"060371204003","Block Group 3, Census Tract 1204, Los Angeles County, California","B19013_001",69311,42739
"060371210101","Block Group 1, Census Tract 1210.10, Los Angeles County, California","B19013_001",66738,21840
"060371210102","Block Group 2, Census Tract 1210.10, Los Angeles County, California","B19013_001",86025,28147
"060371210103","Block Group 3, Census Tract 1210.10, Los Angeles County, California","B19013_001",84000,78215
"060371210104","Block Group 4, Census Tract 1210.10, Los Angeles County, California","B19013_001",122024,92409
"060371210201","Block Group 1, Census Tract 1210.20, Los Angeles County, California","B19013_001",74392,22805
"060371210202","Block Group 2, Census Tract 1210.20, Los Angeles County, California","B19013_001",55156,12087
"060371211011","Block Group 1, Census Tract 1211.01, Los Angeles County, California","B19013_001",74792,16023
"060371211012","Block Group 2, Census Tract 1211.01, Los Angeles County, California","B19013_001",60652,12110
