"GEOID","NAME","variable","estimate","moe"
"060374819013","Block Group 3, Census Tract 4819.01, Los Angeles County, California","B19013_001",138100,38451
"060374819014","Block Group 4, Census Tract 4819.01, Los Angeles County, California","B19013_001",89944,23470
"060374819021","Block Group 1, Census Tract 4819.02, Los Angeles County, California","B19013_001",57353,21343
"060374819022","Block Group 2, Census Tract 4819.02, Los Angeles County, California","B19013_001",81267,5057
"060374820011","Block Group 1, Census Tract 4820.01, Los Angeles County, California","B19013_001",96111,39947
"060374820012","Block Group 2, Census Tract 4820.01, Los Angeles County, California","B19013_001",92175,90007
"060374820021","Block Group 1, Census Tract 4820.02, Los Angeles County, California","B19013_001",79009,32678
"060374820022","Block Group 2, Census Tract 4820.02, Los Angeles County, California","B19013_001",81818,32345
"060374820023","Block Group 3, Census Tract 4820.02, Los Angeles County, California","B19013_001",93942,24247
"060374820024","Block Group 4, Census Tract 4820.02, Los Angeles County, California","B19013_001",85016,30278
"060374821011","Block Group 1, Census Tract 4821.01, Los Angeles County, California","B19013_001",122216,16647
"060374821012","Block Group 2, Census Tract 4821.01, Los Angeles County, California","B19013_001",47112,15250
"060374821013","Block Group 3, Census Tract 4821.01, Los Angeles County, California","B19013_001",59573,21387
"060374821021","Block Group 1, Census Tract 4821.02, Los Angeles County, California","B19013_001",98750,19590
"060374821022","Block Group 2, Census Tract 4821.02, Los Angeles County, California","B19013_001",70694,20940
"060374822011","Block Group 1, Census Tract 4822.01, Los Angeles County, California","B19013_001",53994,1198
"060374822012","Block Group 2, Census Tract 4822.01, Los Angeles County, California","B19013_001",NA,NA
"060374822013","Block Group 3, Census Tract 4822.01, Los Angeles County, California","B19013_001",77578,33680
"060374822021","Block Group 1, Census Tract 4822.02, Los Angeles County, California","B19013_001",68611,28486
"060374822022","Block Group 2, Census Tract 4822.02, Los Angeles County, California","B19013_001",61000,59886
"060374822023","Block Group 3, Census Tract 4822.02, Los Angeles County, California","B19013_001",56389,24340
"060374823011","Block Group 1, Census Tract 4823.01, Los Angeles County, California","B19013_001",88710,36417
"060374823012","Block Group 2, Census Tract 4823.01, Los Angeles County, California","B19013_001",64750,17752
"060374823013","Block Group 3, Census Tract 4823.01, Los Angeles County, California","B19013_001",NA,NA
"060374823014","Block Group 4, Census Tract 4823.01, Los Angeles County, California","B19013_001",64615,29840
"060374823031","Block Group 1, Census Tract 4823.03, Los Angeles County, California","B19013_001",47143,17489
"060374823032","Block Group 2, Census Tract 4823.03, Los Angeles County, California","B19013_001",49353,17626
"060374823033","Block Group 3, Census Tract 4823.03, Los Angeles County, California","B19013_001",83929,11862
"060374823041","Block Group 1, Census Tract 4823.04, Los Angeles County, California","B19013_001",53250,8183
"060374823042","Block Group 2, Census Tract 4823.04, Los Angeles County, California","B19013_001",39722,5774
"060374824011","Block Group 1, Census Tract 4824.01, Los Angeles County, California","B19013_001",51319,18334
"060374824012","Block Group 2, Census Tract 4824.01, Los Angeles County, California","B19013_001",57375,19805
"060374824031","Block Group 1, Census Tract 4824.03, Los Angeles County, California","B19013_001",42857,12118
"060374824041","Block Group 1, Census Tract 4824.04, Los Angeles County, California","B19013_001",70313,52256
"060374824042","Block Group 2, Census Tract 4824.04, Los Angeles County, California","B19013_001",40321,29841
"060374825021","Block Group 1, Census Tract 4825.02, Los Angeles County, California","B19013_001",53636,8775
"060374825022","Block Group 2, Census Tract 4825.02, Los Angeles County, California","B19013_001",61023,27992
"060374825031","Block Group 1, Census Tract 4825.03, Los Angeles County, California","B19013_001",73285,28120
"060374825032","Block Group 2, Census Tract 4825.03, Los Angeles County, California","B19013_001",73214,21081
"060374825211","Block Group 1, Census Tract 4825.21, Los Angeles County, California","B19013_001",90292,17550
"060374825212","Block Group 2, Census Tract 4825.21, Los Angeles County, California","B19013_001",66103,32960
"060374825213","Block Group 3, Census Tract 4825.21, Los Angeles County, California","B19013_001",67380,7370
"060374825221","Block Group 1, Census Tract 4825.22, Los Angeles County, California","B19013_001",81458,21930
"060374825222","Block Group 2, Census Tract 4825.22, Los Angeles County, California","B19013_001",61912,8400
"060374825223","Block Group 3, Census Tract 4825.22, Los Angeles County, California","B19013_001",67130,38775
"060374826001","Block Group 1, Census Tract 4826, Los Angeles County, California","B19013_001",112396,67984
"060374826002","Block Group 2, Census Tract 4826, Los Angeles County, California","B19013_001",98050,12874
"060374826003","Block Group 3, Census Tract 4826, Los Angeles County, California","B19013_001",61398,35584
"060374826004","Block Group 4, Census Tract 4826, Los Angeles County, California","B19013_001",NA,NA
"060374827011","Block Group 1, Census Tract 4827.01, Los Angeles County, California","B19013_001",93341,24090
"060374827012","Block Group 2, Census Tract 4827.01, Los Angeles County, California","B19013_001",54333,20055
"060374827013","Block Group 3, Census Tract 4827.01, Los Angeles County, California","B19013_001",66908,40364
"060374827014","Block Group 4, Census Tract 4827.01, Los Angeles County, California","B19013_001",76806,47206
"060374827021","Block Group 1, Census Tract 4827.02, Los Angeles County, California","B19013_001",100865,21341
"060374827022","Block Group 2, Census Tract 4827.02, Los Angeles County, California","B19013_001",101176,46043
"060374828011","Block Group 1, Census Tract 4828.01, Los Angeles County, California","B19013_001",115551,42325
"060374828012","Block Group 2, Census Tract 4828.01, Los Angeles County, California","B19013_001",87969,59609
"060374828013","Block Group 3, Census Tract 4828.01, Los Angeles County, California","B19013_001",75875,11595
"060375001001","Block Group 1, Census Tract 5001, Los Angeles County, California","B19013_001",157105,57689
"060375001002","Block Group 2, Census Tract 5001, Los Angeles County, California","B19013_001",223889,78949
"060375001003","Block Group 3, Census Tract 5001, Los Angeles County, California","B19013_001",180455,37844
"060375002021","Block Group 1, Census Tract 5002.02, Los Angeles County, California","B19013_001",NA,NA
"060375002022","Block Group 2, Census Tract 5002.02, Los Angeles County, California","B19013_001",NA,NA
"060375002023","Block Group 3, Census Tract 5002.02, Los Angeles County, California","B19013_001",NA,NA
"060375002024","Block Group 4, Census Tract 5002.02, Los Angeles County, California","B19013_001",98750,71050
"060375002025","Block Group 5, Census Tract 5002.02, Los Angeles County, California","B19013_001",203611,88935
"060375002031","Block Group 1, Census Tract 5002.03, Los Angeles County, California","B19013_001",114943,73933
"060375002032","Block Group 2, Census Tract 5002.03, Los Angeles County, California","B19013_001",179318,77923
"060375002033","Block Group 3, Census Tract 5002.03, Los Angeles County, California","B19013_001",100526,18861
"060375002041","Block Group 1, Census Tract 5002.04, Los Angeles County, California","B19013_001",163355,81262
"060375003001","Block Group 1, Census Tract 5003, Los Angeles County, California","B19013_001",101436,9879
"060375004021","Block Group 1, Census Tract 5004.02, Los Angeles County, California","B19013_001",NA,NA
"060375004022","Block Group 2, Census Tract 5004.02, Los Angeles County, California","B19013_001",64120,31296
"060375004023","Block Group 3, Census Tract 5004.02, Los Angeles County, California","B19013_001",85952,29382
"060375004031","Block Group 1, Census Tract 5004.03, Los Angeles County, California","B19013_001",85786,28138
"060375004032","Block Group 2, Census Tract 5004.03, Los Angeles County, California","B19013_001",82000,35518
"060375004041","Block Group 1, Census Tract 5004.04, Los Angeles County, California","B19013_001",44654,33522
"060375004042","Block Group 2, Census Tract 5004.04, Los Angeles County, California","B19013_001",107969,44445
"060375004043","Block Group 3, Census Tract 5004.04, Los Angeles County, California","B19013_001",78250,26857
"060375004044","Block Group 4, Census Tract 5004.04, Los Angeles County, California","B19013_001",121667,25208
"060375005001","Block Group 1, Census Tract 5005, Los Angeles County, California","B19013_001",65875,5232
"060375006001","Block Group 1, Census Tract 5006, Los Angeles County, California","B19013_001",78032,24231
"060375006002","Block Group 2, Census Tract 5006, Los Angeles County, California","B19013_001",NA,NA
"060375006003","Block Group 3, Census Tract 5006, Los Angeles County, California","B19013_001",123523,33365
"060375006004","Block Group 4, Census Tract 5006, Los Angeles County, California","B19013_001",76367,27463
"060375006005","Block Group 5, Census Tract 5006, Los Angeles County, California","B19013_001",113864,71522
"060375007001","Block Group 1, Census Tract 5007, Los Angeles County, California","B19013_001",85673,42866
"060375007002","Block Group 2, Census Tract 5007, Los Angeles County, California","B19013_001",51289,39373
"060375007003","Block Group 3, Census Tract 5007, Los Angeles County, California","B19013_001",110388,11296
"060375007004","Block Group 4, Census Tract 5007, Los Angeles County, California","B19013_001",53410,2922
"060375007005","Block Group 5, Census Tract 5007, Los Angeles County, California","B19013_001",80477,3019
"060375007006","Block Group 6, Census Tract 5007, Los Angeles County, California","B19013_001",80000,27666
"060375008001","Block Group 1, Census Tract 5008, Los Angeles County, California","B19013_001",78860,21705
"060375008002","Block Group 2, Census Tract 5008, Los Angeles County, California","B19013_001",87917,32909
"060375008003","Block Group 3, Census Tract 5008, Los Angeles County, California","B19013_001",85433,30151
"060375009001","Block Group 1, Census Tract 5009, Los Angeles County, California","B19013_001",110208,46164
"060375009002","Block Group 2, Census Tract 5009, Los Angeles County, California","B19013_001",87692,42003
"060375009003","Block Group 3, Census Tract 5009, Los Angeles County, California","B19013_001",54118,34131
"060375009004","Block Group 4, Census Tract 5009, Los Angeles County, California","B19013_001",14673,9525
"060375010011","Block Group 1, Census Tract 5010.01, Los Angeles County, California","B19013_001",122686,27868
"060375010012","Block Group 2, Census Tract 5010.01, Los Angeles County, California","B19013_001",82986,22853
"060375010021","Block Group 1, Census Tract 5010.02, Los Angeles County, California","B19013_001",102250,35388
"060375010022","Block Group 2, Census Tract 5010.02, Los Angeles County, California","B19013_001",96157,15258
"060375010023","Block Group 3, Census Tract 5010.02, Los Angeles County, California","B19013_001",110662,25440
"060375012001","Block Group 1, Census Tract 5012, Los Angeles County, California","B19013_001",94375,19911
"060375012002","Block Group 2, Census Tract 5012, Los Angeles County, California","B19013_001",91105,26274
"060375013011","Block Group 1, Census Tract 5013.01, Los Angeles County, California","B19013_001",75833,54093
"060375013012","Block Group 2, Census Tract 5013.01, Los Angeles County, California","B19013_001",87895,26281
"060375013021","Block Group 1, Census Tract 5013.02, Los Angeles County, California","B19013_001",130641,25447
"060375013022","Block Group 2, Census Tract 5013.02, Los Angeles County, California","B19013_001",50897,25008
"060375013023","Block Group 3, Census Tract 5013.02, Los Angeles County, California","B19013_001",84167,51631
"060375014001","Block Group 1, Census Tract 5014, Los Angeles County, California","B19013_001",39940,24195
"060375014002","Block Group 2, Census Tract 5014, Los Angeles County, California","B19013_001",39524,19463
"060375014003","Block Group 3, Census Tract 5014, Los Angeles County, California","B19013_001",83036,51380
"060375015011","Block Group 1, Census Tract 5015.01, Los Angeles County, California","B19013_001",110673,5476
"060375015031","Block Group 1, Census Tract 5015.03, Los Angeles County, California","B19013_001",61806,22411
"060375015032","Block Group 2, Census Tract 5015.03, Los Angeles County, California","B19013_001",96354,67968
"060375015033","Block Group 3, Census Tract 5015.03, Los Angeles County, California","B19013_001",67281,17054
"060375015034","Block Group 4, Census Tract 5015.03, Los Angeles County, California","B19013_001",64485,19923
"060375015041","Block Group 1, Census Tract 5015.04, Los Angeles County, California","B19013_001",31250,15708
"060375015042","Block Group 2, Census Tract 5015.04, Los Angeles County, California","B19013_001",71736,43360
"060375015043","Block Group 3, Census Tract 5015.04, Los Angeles County, California","B19013_001",39172,23180
"060375016001","Block Group 1, Census Tract 5016, Los Angeles County, California","B19013_001",100912,41670
"060375016002","Block Group 2, Census Tract 5016, Los Angeles County, California","B19013_001",45694,20017
"060375016003","Block Group 3, Census Tract 5016, Los Angeles County, California","B19013_001",72177,38665
"060375016004","Block Group 4, Census Tract 5016, Los Angeles County, California","B19013_001",171563,12712
"060375016005","Block Group 5, Census Tract 5016, Los Angeles County, California","B19013_001",174766,55253
"060375017001","Block Group 1, Census Tract 5017, Los Angeles County, California","B19013_001",NA,NA
"060375017002","Block Group 2, Census Tract 5017, Los Angeles County, California","B19013_001",123083,54911
"060375017003","Block Group 3, Census Tract 5017, Los Angeles County, California","B19013_001",61607,49589
"060375017004","Block Group 4, Census Tract 5017, Los Angeles County, California","B19013_001",117788,62542
"060375018021","Block Group 1, Census Tract 5018.02, Los Angeles County, California","B19013_001",67750,19555
"060375018022","Block Group 2, Census Tract 5018.02, Los Angeles County, California","B19013_001",56036,16862
"060375018023","Block Group 3, Census Tract 5018.02, Los Angeles County, California","B19013_001",85917,15829
"060375018031","Block Group 1, Census Tract 5018.03, Los Angeles County, California","B19013_001",51458,8523
"060375018032","Block Group 2, Census Tract 5018.03, Los Angeles County, California","B19013_001",43800,7771
"060375018041","Block Group 1, Census Tract 5018.04, Los Angeles County, California","B19013_001",57171,18693
"060375018042","Block Group 2, Census Tract 5018.04, Los Angeles County, California","B19013_001",49667,7104
"060375019001","Block Group 1, Census Tract 5019, Los Angeles County, California","B19013_001",64427,7562
"060375019002","Block Group 2, Census Tract 5019, Los Angeles County, California","B19013_001",113929,49762
"060375019003","Block Group 3, Census Tract 5019, Los Angeles County, California","B19013_001",111818,69411
"060375019004","Block Group 4, Census Tract 5019, Los Angeles County, California","B19013_001",74119,7972
"060375020031","Block Group 1, Census Tract 5020.03, Los Angeles County, California","B19013_001",72500,23869
"060375020032","Block Group 2, Census Tract 5020.03, Los Angeles County, California","B19013_001",57287,21515
"060375020041","Block Group 1, Census Tract 5020.04, Los Angeles County, California","B19013_001",87750,16490
"060375020042","Block Group 2, Census Tract 5020.04, Los Angeles County, California","B19013_001",63750,16130
"060375020051","Block Group 1, Census Tract 5020.05, Los Angeles County, California","B19013_001",141202,48393
"060375020052","Block Group 2, Census Tract 5020.05, Los Angeles County, California","B19013_001",64583,19476
"060375020053","Block Group 3, Census Tract 5020.05, Los Angeles County, California","B19013_001",67583,25318
"060375021001","Block Group 1, Census Tract 5021, Los Angeles County, California","B19013_001",66439,54251
"060375021002","Block Group 2, Census Tract 5021, Los Angeles County, California","B19013_001",65542,25594
"060375021003","Block Group 3, Census Tract 5021, Los Angeles County, California","B19013_001",84821,30457
"060375022001","Block Group 1, Census Tract 5022, Los Angeles County, California","B19013_001",110893,38038
"060375022002","Block Group 2, Census Tract 5022, Los Angeles County, California","B19013_001",66591,35135
"060375022003","Block Group 3, Census Tract 5022, Los Angeles County, California","B19013_001",136950,71860
"060375022004","Block Group 4, Census Tract 5022, Los Angeles County, California","B19013_001",72794,5840
"060375023031","Block Group 1, Census Tract 5023.03, Los Angeles County, California","B19013_001",59038,33223
"060375023032","Block Group 2, Census Tract 5023.03, Los Angeles County, California","B19013_001",69572,29429
"060375023033","Block Group 3, Census Tract 5023.03, Los Angeles County, California","B19013_001",104015,44841
"060375023034","Block Group 4, Census Tract 5023.03, Los Angeles County, California","B19013_001",51467,43950
"060375023035","Block Group 5, Census Tract 5023.03, Los Angeles County, California","B19013_001",67837,6766
"060375024011","Block Group 1, Census Tract 5024.01, Los Angeles County, California","B19013_001",77938,49175
"060375024012","Block Group 2, Census Tract 5024.01, Los Angeles County, California","B19013_001",NA,NA
"060375024013","Block Group 3, Census Tract 5024.01, Los Angeles County, California","B19013_001",81078,14361
"060375024021","Block Group 1, Census Tract 5024.02, Los Angeles County, California","B19013_001",66250,33051
"060375024022","Block Group 2, Census Tract 5024.02, Los Angeles County, California","B19013_001",79808,29065
"060375025001","Block Group 1, Census Tract 5025, Los Angeles County, California","B19013_001",61063,19380
"060375025002","Block Group 2, Census Tract 5025, Los Angeles County, California","B19013_001",84671,39630
"060375026021","Block Group 1, Census Tract 5026.02, Los Angeles County, California","B19013_001",53571,17380
"060375026022","Block Group 2, Census Tract 5026.02, Los Angeles County, California","B19013_001",66759,25277
"060375026023","Block Group 3, Census Tract 5026.02, Los Angeles County, California","B19013_001",96250,67169
"060375026031","Block Group 1, Census Tract 5026.03, Los Angeles County, California","B19013_001",112721,11577
"060375026032","Block Group 2, Census Tract 5026.03, Los Angeles County, California","B19013_001",77788,17295
"060375026041","Block Group 1, Census Tract 5026.04, Los Angeles County, California","B19013_001",158438,106509
"060375026042","Block Group 2, Census Tract 5026.04, Los Angeles County, California","B19013_001",96000,69002
"060375026043","Block Group 3, Census Tract 5026.04, Los Angeles County, California","B19013_001",77250,6808
"060375027001","Block Group 1, Census Tract 5027, Los Angeles County, California","B19013_001",71574,38056
"060375027002","Block Group 2, Census Tract 5027, Los Angeles County, California","B19013_001",107738,62707
"060375027003","Block Group 3, Census Tract 5027, Los Angeles County, California","B19013_001",75417,14860
"060375027004","Block Group 4, Census Tract 5027, Los Angeles County, California","B19013_001",88190,33244
"060375028011","Block Group 1, Census Tract 5028.01, Los Angeles County, California","B19013_001",78456,38624
"060375028012","Block Group 2, Census Tract 5028.01, Los Angeles County, California","B19013_001",92452,13423
"060375028013","Block Group 3, Census Tract 5028.01, Los Angeles County, California","B19013_001",142727,64371
"060375028014","Block Group 4, Census Tract 5028.01, Los Angeles County, California","B19013_001",74205,34580
"060375028015","Block Group 5, Census Tract 5028.01, Los Angeles County, California","B19013_001",67305,8309
"060375029011","Block Group 1, Census Tract 5029.01, Los Angeles County, California","B19013_001",103071,19348
"060375029012","Block Group 2, Census Tract 5029.01, Los Angeles County, California","B19013_001",111453,10435
"060375029013","Block Group 3, Census Tract 5029.01, Los Angeles County, California","B19013_001",84375,45417
"060375030001","Block Group 1, Census Tract 5030, Los Angeles County, California","B19013_001",101250,25301
"060375030002","Block Group 2, Census Tract 5030, Los Angeles County, California","B19013_001",NA,NA
"060375030003","Block Group 3, Census Tract 5030, Los Angeles County, California","B19013_001",39958,8019
"060375030004","Block Group 4, Census Tract 5030, Los Angeles County, California","B19013_001",84865,41258
"060375031031","Block Group 1, Census Tract 5031.03, Los Angeles County, California","B19013_001",64602,11422
"060375031032","Block Group 2, Census Tract 5031.03, Los Angeles County, California","B19013_001",87821,30166
"060375031033","Block Group 3, Census Tract 5031.03, Los Angeles County, California","B19013_001",96595,23823
"060375031034","Block Group 4, Census Tract 5031.03, Los Angeles County, California","B19013_001",102667,34794
"060375031041","Block Group 1, Census Tract 5031.04, Los Angeles County, California","B19013_001",75000,4085
"060375031051","Block Group 1, Census Tract 5031.05, Los Angeles County, California","B19013_001",72917,34114
"060375031052","Block Group 2, Census Tract 5031.05, Los Angeles County, California","B19013_001",98750,16565
"060375031061","Block Group 1, Census Tract 5031.06, Los Angeles County, California","B19013_001",95156,11731
"060375031062","Block Group 2, Census Tract 5031.06, Los Angeles County, California","B19013_001",98446,92392
"060375031063","Block Group 3, Census Tract 5031.06, Los Angeles County, California","B19013_001",58967,29887
"060375032011","Block Group 1, Census Tract 5032.01, Los Angeles County, California","B19013_001",92202,45592
"060375032012","Block Group 2, Census Tract 5032.01, Los Angeles County, California","B19013_001",105375,26333
"060375032013","Block Group 3, Census Tract 5032.01, Los Angeles County, California","B19013_001",108750,21968
"060375032021","Block Group 1, Census Tract 5032.02, Los Angeles County, California","B19013_001",96117,37278
"060375032022","Block Group 2, Census Tract 5032.02, Los Angeles County, California","B19013_001",NA,NA
"060375032023","Block Group 3, Census Tract 5032.02, Los Angeles County, California","B19013_001",54375,32931
"060375033011","Block Group 1, Census Tract 5033.01, Los Angeles County, California","B19013_001",130250,81508
"060375033012","Block Group 2, Census Tract 5033.01, Los Angeles County, California","B19013_001",82273,56274
"060375033013","Block Group 3, Census Tract 5033.01, Los Angeles County, California","B19013_001",142165,13619
"060375033021","Block Group 1, Census Tract 5033.02, Los Angeles County, California","B19013_001",90313,11377
"060375033022","Block Group 2, Census Tract 5033.02, Los Angeles County, California","B19013_001",78321,14733
"060375033023","Block Group 3, Census Tract 5033.02, Los Angeles County, California","B19013_001",84282,22618
"060375034011","Block Group 1, Census Tract 5034.01, Los Angeles County, California","B19013_001",69267,42855
"060375034012","Block Group 2, Census Tract 5034.01, Los Angeles County, California","B19013_001",93633,29319
"060375034013","Block Group 3, Census Tract 5034.01, Los Angeles County, California","B19013_001",106620,29632
"060375034014","Block Group 4, Census Tract 5034.01, Los Angeles County, California","B19013_001",128125,71587
"060375034015","Block Group 5, Census Tract 5034.01, Los Angeles County, California","B19013_001",107165,12844
"060375034021","Block Group 1, Census Tract 5034.02, Los Angeles County, California","B19013_001",74271,53989
"060375034022","Block Group 2, Census Tract 5034.02, Los Angeles County, California","B19013_001",100875,34892
"060375034023","Block Group 3, Census Tract 5034.02, Los Angeles County, California","B19013_001",125431,25337
"060375035011","Block Group 1, Census Tract 5035.01, Los Angeles County, California","B19013_001",67401,18753
"060375035012","Block Group 2, Census Tract 5035.01, Los Angeles County, California","B19013_001",89429,23168
"060375035013","Block Group 3, Census Tract 5035.01, Los Angeles County, California","B19013_001",118929,73090
"060375035021","Block Group 1, Census Tract 5035.02, Los Angeles County, California","B19013_001",120357,13181
"060375035022","Block Group 2, Census Tract 5035.02, Los Angeles County, California","B19013_001",100417,57700
"060375035023","Block Group 3, Census Tract 5035.02, Los Angeles County, California","B19013_001",110724,22136
"060375036011","Block Group 1, Census Tract 5036.01, Los Angeles County, California","B19013_001",103523,27440
"060375036012","Block Group 2, Census Tract 5036.01, Los Angeles County, California","B19013_001",77069,30306
"060375036013","Block Group 3, Census Tract 5036.01, Los Angeles County, California","B19013_001",145938,80882
"060375036021","Block Group 1, Census Tract 5036.02, Los Angeles County, California","B19013_001",131193,33835
"060375036022","Block Group 2, Census Tract 5036.02, Los Angeles County, California","B19013_001",154583,70196
"060375037011","Block Group 1, Census Tract 5037.01, Los Angeles County, California","B19013_001",78148,26567
"060375037012","Block Group 2, Census Tract 5037.01, Los Angeles County, California","B19013_001",49911,14734
"060375037021","Block Group 1, Census Tract 5037.02, Los Angeles County, California","B19013_001",118125,40953
"060375037022","Block Group 2, Census Tract 5037.02, Los Angeles County, California","B19013_001",87710,12303
"060375037041","Block Group 1, Census Tract 5037.04, Los Angeles County, California","B19013_001",121691,69908
"060375037042","Block Group 2, Census Tract 5037.04, Los Angeles County, California","B19013_001",51746,37721
"060375037051","Block Group 1, Census Tract 5037.05, Los Angeles County, California","B19013_001",106563,24117
"060375037052","Block Group 2, Census Tract 5037.05, Los Angeles County, California","B19013_001",119063,78371
"060375038011","Block Group 1, Census Tract 5038.01, Los Angeles County, California","B19013_001",83636,23893
"060375038012","Block Group 2, Census Tract 5038.01, Los Angeles County, California","B19013_001",103250,48612
"060375038013","Block Group 3, Census Tract 5038.01, Los Angeles County, California","B19013_001",67692,22466
"060375038021","Block Group 1, Census Tract 5038.02, Los Angeles County, California","B19013_001",108472,50656
"060375038022","Block Group 2, Census Tract 5038.02, Los Angeles County, California","B19013_001",111571,19965
"060375038023","Block Group 3, Census Tract 5038.02, Los Angeles County, California","B19013_001",94164,4126
"060375039011","Block Group 1, Census Tract 5039.01, Los Angeles County, California","B19013_001",133958,44675
"060375039012","Block Group 2, Census Tract 5039.01, Los Angeles County, California","B19013_001",103500,27340
"060375039021","Block Group 1, Census Tract 5039.02, Los Angeles County, California","B19013_001",93229,11829
"060375039022","Block Group 2, Census Tract 5039.02, Los Angeles County, California","B19013_001",126107,4182
"060375039023","Block Group 3, Census Tract 5039.02, Los Angeles County, California","B19013_001",109195,18945
"060375039024","Block Group 4, Census Tract 5039.02, Los Angeles County, California","B19013_001",NA,NA
"060375040011","Block Group 1, Census Tract 5040.01, Los Angeles County, California","B19013_001",95250,35070
"060375040012","Block Group 2, Census Tract 5040.01, Los Angeles County, California","B19013_001",NA,NA
"060375040013","Block Group 3, Census Tract 5040.01, Los Angeles County, California","B19013_001",NA,NA
"060375040021","Block Group 1, Census Tract 5040.02, Los Angeles County, California","B19013_001",149545,19309
"060375040022","Block Group 2, Census Tract 5040.02, Los Angeles County, California","B19013_001",111964,57593
"060375040023","Block Group 3, Census Tract 5040.02, Los Angeles County, California","B19013_001",118375,113744
"060375040024","Block Group 4, Census Tract 5040.02, Los Angeles County, California","B19013_001",143000,48570
"060375040025","Block Group 5, Census Tract 5040.02, Los Angeles County, California","B19013_001",84665,37356
"060375041011","Block Group 1, Census Tract 5041.01, Los Angeles County, California","B19013_001",46635,17254
"060375041012","Block Group 2, Census Tract 5041.01, Los Angeles County, California","B19013_001",117292,41060
"060375041013","Block Group 3, Census Tract 5041.01, Los Angeles County, California","B19013_001",96375,34234
"060375042001","Block Group 1, Census Tract 5042, Los Angeles County, California","B19013_001",60368,17478
"060375042002","Block Group 2, Census Tract 5042, Los Angeles County, California","B19013_001",94821,19733
"060375042003","Block Group 3, Census Tract 5042, Los Angeles County, California","B19013_001",51111,17008
"060375300051","Block Group 1, Census Tract 5300.05, Los Angeles County, California","B19013_001",124232,9549
"060375300052","Block Group 2, Census Tract 5300.05, Los Angeles County, California","B19013_001",89427,10863
"060375300061","Block Group 1, Census Tract 5300.06, Los Angeles County, California","B19013_001",75781,19223
"060375300062","Block Group 2, Census Tract 5300.06, Los Angeles County, California","B19013_001",71204,10840
"060375300071","Block Group 1, Census Tract 5300.07, Los Angeles County, California","B19013_001",58036,13180
"060375300072","Block Group 2, Census Tract 5300.07, Los Angeles County, California","B19013_001",91406,38450
"060375300073","Block Group 3, Census Tract 5300.07, Los Angeles County, California","B19013_001",107250,41013
"060375300074","Block Group 4, Census Tract 5300.07, Los Angeles County, California","B19013_001",152500,52941
"060375301011","Block Group 1, Census Tract 5301.01, Los Angeles County, California","B19013_001",56131,14964
"060375301012","Block Group 2, Census Tract 5301.01, Los Angeles County, California","B19013_001",38125,22948
"060375301013","Block Group 3, Census Tract 5301.01, Los Angeles County, California","B19013_001",NA,NA
"060375301014","Block Group 4, Census Tract 5301.01, Los Angeles County, California","B19013_001",87736,39027
"060375301021","Block Group 1, Census Tract 5301.02, Los Angeles County, California","B19013_001",89048,43020
"060375301022","Block Group 2, Census Tract 5301.02, Los Angeles County, California","B19013_001",44630,20969
"060375301023","Block Group 3, Census Tract 5301.02, Los Angeles County, California","B19013_001",54924,26806
"060375301024","Block Group 4, Census Tract 5301.02, Los Angeles County, California","B19013_001",18182,11204
"060375302021","Block Group 1, Census Tract 5302.02, Los Angeles County, California","B19013_001",87794,19681
"060375302022","Block Group 2, Census Tract 5302.02, Los Angeles County, California","B19013_001",109321,40375
"060375302023","Block Group 3, Census Tract 5302.02, Los Angeles County, California","B19013_001",NA,NA
"060375302031","Block Group 1, Census Tract 5302.03, Los Angeles County, California","B19013_001",46595,13172
"060375302032","Block Group 2, Census Tract 5302.03, Los Angeles County, California","B19013_001",67125,44617
"060375302041","Block Group 1, Census Tract 5302.04, Los Angeles County, California","B19013_001",74034,14476
"060375302042","Block Group 2, Census Tract 5302.04, Los Angeles County, California","B19013_001",71750,36091
"060375303011","Block Group 1, Census Tract 5303.01, Los Angeles County, California","B19013_001",56985,15318
"060375303021","Block Group 1, Census Tract 5303.02, Los Angeles County, California","B19013_001",68750,37385
"060375303022","Block Group 2, Census Tract 5303.02, Los Angeles County, California","B19013_001",60196,23960
"060375303023","Block Group 3, Census Tract 5303.02, Los Angeles County, California","B19013_001",61955,30951
"060375303024","Block Group 4, Census Tract 5303.02, Los Angeles County, California","B19013_001",57063,38417
"060375304001","Block Group 1, Census Tract 5304, Los Angeles County, California","B19013_001",NA,NA
"060375304002","Block Group 2, Census Tract 5304, Los Angeles County, California","B19013_001",78375,22999
"060375304003","Block Group 3, Census Tract 5304, Los Angeles County, California","B19013_001",31458,19223
"060375305001","Block Group 1, Census Tract 5305, Los Angeles County, California","B19013_001",62794,22543
"060375305002","Block Group 2, Census Tract 5305, Los Angeles County, California","B19013_001",36771,12438
"060375305003","Block Group 3, Census Tract 5305, Los Angeles County, California","B19013_001",79643,16460
"060375306031","Block Group 1, Census Tract 5306.03, Los Angeles County, California","B19013_001",91250,22509
"060375306032","Block Group 2, Census Tract 5306.03, Los Angeles County, California","B19013_001",50927,13766
"060375306033","Block Group 3, Census Tract 5306.03, Los Angeles County, California","B19013_001",76250,22867
"060375307001","Block Group 1, Census Tract 5307, Los Angeles County, California","B19013_001",73750,25907
"060375308011","Block Group 1, Census Tract 5308.01, Los Angeles County, California","B19013_001",68177,18182
"060375308012","Block Group 2, Census Tract 5308.01, Los Angeles County, California","B19013_001",55208,28887
